relation_id,relation_raw,relation_text,neighbor_rank,neighbor_relation_id,neighbor_relation_raw,neighbor_relation_text,cosine_similarity,relation_train_count
5,/soccer/football_team/current_roster./soccer/football_roster_position/position,soccer football team current roster. soccer football roster position position,4,213,/business/business_operation/operating_income./measurement_unit/dated_money_value/currency,business business operation operating income. measurement unit dated money value currency,0.9653605222702026,2265
5,/soccer/football_team/current_roster./soccer/football_roster_position/position,soccer football team current roster. soccer football roster position position,5,208,/business/business_operation/assets./measurement_unit/dated_money_value/currency,business business operation assets. measurement unit dated money value currency,0.9635970592498779,2265
5,/soccer/football_team/current_roster./soccer/football_roster_position/position,soccer football team current roster. soccer football roster position position,6,33,/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency,location statistical region rent50 2. measurement unit dated money value currency,0.9618564248085022,2265
5,/soccer/football_team/current_roster./soccer/football_roster_position/position,soccer football team current roster. soccer football roster position position,7,135,/location/administrative_division/country,location administrative division country,0.9600903987884521,2265
5,/soccer/football_team/current_roster./soccer/football_roster_position/position,soccer football team current roster. soccer football roster position position,8,16,/organization/organization/headquarters./location/mailing_address/country,organization organization headquarters. location mailing address country,0.9559487104415894,2265
5,/soccer/football_team/current_roster./soccer/football_roster_position/position,soccer football team current roster. soccer football roster position position,9,128,/education/university/local_tuition./measurement_unit/dated_money_value/currency,education university local tuition. measurement unit dated money value currency,0.9553048014640808,2265
5,/soccer/football_team/current_roster./soccer/football_roster_position/position,soccer football team current roster. soccer football roster position position,10,166,/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,education university domestic tuition. measurement unit dated money value currency,0.9549235105514526,2265
6,/film/actor/film./film/performance/film,film actor film. film performance film,1,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,award award nominee award nominations. award award nomination nominated for,0.999070405960083,9494
6,/film/actor/film./film/performance/film,film actor film. film performance film,2,102,/film/director/film,film director film,0.9987990856170654,9494
6,/film/actor/film./film/performance/film,film actor film. film performance film,3,145,/tv/tv_producer/programs_produced./tv/tv_producer_term/program,tv tv producer programs produced. tv tv producer term program,0.9960964322090149,9494
6,/film/actor/film./film/performance/film,film actor film. film performance film,4,162,/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program,tv tv writer tv programs. tv tv program writer relationship tv program,0.9883418083190918,9494
6,/film/actor/film./film/performance/film,film actor film. film performance film,5,173,/film/film_set_designer/film_sets_designed,film film set designer film sets designed,0.9830158352851868,9494
6,/film/actor/film./film/performance/film,film actor film. film performance film,6,187,/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program,tv tv personality tv regular appearances. tv tv regular personal appearance program,0.9468153119087219,9494
6,/film/actor/film./film/performance/film,film actor film. film performance film,7,158,/tv/tv_network/programs./tv/tv_network_duration/program,tv tv network programs. tv tv network duration program,0.9286198616027832,9494
6,/film/actor/film./film/performance/film,film actor film. film performance film,8,32,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,film film distributor films distributed. film film film distributor relationship film,0.8661099076271057,9494
6,/film/actor/film./film/performance/film,film actor film. film performance film,9,59,/film/film_subject/films,film film subject films,0.801197350025177,9494
6,/film/actor/film./film/performance/film,film actor film. film performance film,10,226,/organization/organization_founder/organizations_founded,organization organization founder organizations founded,0.7705273032188416,9494
7,/award/award_category/nominees./award/award_nomination/nominated_for,award award category nominees. award award nomination nominated for,1,2,/media_common/netflix_genre/titles,media common netflix genre titles,0.7701624631881714,9465
7,/award/award_category/nominees./award/award_nomination/nominated_for,award award category nominees. award award nomination nominated for,2,55,/film/special_film_performance_type/film_performance_type./film/performance/film,film special film performance type film performance type. film performance film,0.6924008727073669,9465
7,/award/award_category/nominees./award/award_nomination/nominated_for,award award category nominees. award award nomination nominated for,3,10,/award/award_category/winners./award/award_honor/ceremony,award award category winners. award award honor ceremony,0.6394469738006592,9465
7,/award/award_category/nominees./award/award_nomination/nominated_for,award award category nominees. award award nomination nominated for,4,32,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,film film distributor films distributed. film film film distributor relationship film,0.6363592743873596,9465
7,/award/award_category/nominees./award/award_nomination/nominated_for,award award category nominees. award award nomination nominated for,5,158,/tv/tv_network/programs./tv/tv_network_duration/program,tv tv network programs. tv tv network duration program,0.6202608346939087,9465
7,/award/award_category/nominees./award/award_nomination/nominated_for,award award category nominees. award award nomination nominated for,6,102,/film/director/film,film director film,0.5995590090751648,9465
7,/award/award_category/nominees./award/award_nomination/nominated_for,award award category nominees. award award nomination nominated for,7,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,award award nominee award nominations. award award nomination nominated for,0.591896116733551,9465
7,/award/award_category/nominees./award/award_nomination/nominated_for,award award category nominees. award award nomination nominated for,8,6,/film/actor/film./film/performance/film,film actor film. film performance film,0.5885604023933411,9465
7,/award/award_category/nominees./award/award_nomination/nominated_for,award award category nominees. award award nomination nominated for,9,145,/tv/tv_producer/programs_produced./tv/tv_producer_term/program,tv tv producer programs produced. tv tv producer term program,0.5860568881034851,9465
7,/award/award_category/nominees./award/award_nomination/nominated_for,award award category nominees. award award nomination nominated for,10,187,/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program,tv tv personality tv regular appearances. tv tv regular personal appearance program,0.5768768787384033,9465
8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,award award nominee award nominations. award award nomination award nominee,1,77,/base/popstra/celebrity/dated./base/popstra/dated/participant,base popstra celebrity dated. base popstra dated participant,0.7607483267784119,15989
8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,award award nominee award nominations. award award nomination award nominee,2,192,/people/person/spouse_s./people/marriage/spouse,people person spouse s. people marriage spouse,0.705025315284729,15989
8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,award award nominee award nominations. award award nomination award nominee,3,120,/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,location hud foreclosure area estimated number of mortgages. measurement unit dated integer source,0.6908541917800903,15989
8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,award award nominee award nominations. award award nomination award nominee,4,61,/education/educational_institution/colors,education educational institution colors,0.6860457062721252,15989
8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,award award nominee award nominations. award award nomination award nominee,5,33,/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency,location statistical region rent50 2. measurement unit dated money value currency,0.684681236743927,15989
8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,award award nominee award nominations. award award nomination award nominee,6,128,/education/university/local_tuition./measurement_unit/dated_money_value/currency,education university local tuition. measurement unit dated money value currency,0.6819265484809875,15989
8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,award award nominee award nominations. award award nomination award nominee,7,108,/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,organization endowed organization endowment. measurement unit dated money value currency,0.6817883849143982,15989
8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,award award nominee award nominations. award award nomination award nominee,8,166,/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,education university domestic tuition. measurement unit dated money value currency,0.6807891130447388,15989
8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,award award nominee award nominations. award award nomination award nominee,9,167,/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency,organization non profit organization registered with. organization non profit registration registering agency,0.678623378276825,15989
8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,award award nominee award nominations. award award nomination award nominee,10,154,/location/location/time_zones,location location time zones,0.6763797998428345,15989
9,/music/performance_role/regular_performances./music/group_membership/role,music performance role regular performances. music group membership role,1,18,/location/statistical_region/religions./location/religion_percentage/religion,location statistical region religions. location religion percentage religion,0.33926519751548767,2655
9,/music/performance_role/regular_performances./music/group_membership/role,music performance role regular performances. music group membership role,2,156,/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,base petbreeds city with dogs top breeds. base petbreeds dog city relationship dog breed,0.3161030113697052,2655
9,/music/performance_role/regular_performances./music/group_membership/role,music performance role regular performances. music group membership role,3,23,/organization/organization_member/member_of./organization/organization_membership/organization,organization organization member member of. organization organization membership organization,0.2526788115501404,2655
9,/music/performance_role/regular_performances./music/group_membership/role,music performance role regular performances. music group membership role,4,218,/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to,location statistical region places exported to. location imports and exports exported to,0.24780188500881195,2655
9,/music/performance_role/regular_performances./music/group_membership/role,music performance role regular performances. music group membership role,5,122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,base popstra location vacationers. base popstra vacation choice vacationer,0.2396867871284485,2655
9,/music/performance_role/regular_performances./music/group_membership/role,music performance role regular performances. music group membership role,6,222,/location/location/partially_contains,location location partially contains,0.21630120277404785,2655
9,/music/performance_role/regular_performances./music/group_membership/role,music performance role regular performances. music group membership role,7,72,/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics,olympics olympic participating country athletes. olympics olympic athlete affiliation olympics,0.2112223356962204,2655
9,/music/performance_role/regular_performances./music/group_membership/role,music performance role regular performances. music group membership role,8,215,/base/americancomedy/celebrity_impressionist/celebrities_impersonated,base americancomedy celebrity impressionist celebrities impersonated,0.206414133310318,2655
9,/music/performance_role/regular_performances./music/group_membership/role,music performance role regular performances. music group membership role,9,69,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,olympics olympic participating country medals won. olympics olympic medal honor olympics,0.19675426185131073,2655
9,/music/performance_role/regular_performances./music/group_membership/role,music performance role regular performances. music group membership role,10,192,/people/person/spouse_s./people/marriage/spouse,people person spouse s. people marriage spouse,0.1935896873474121,2655
10,/award/award_category/winners./award/award_honor/ceremony,award award category winners. award award honor ceremony,1,7,/award/award_category/nominees./award/award_nomination/nominated_for,award award category nominees. award award nomination nominated for,0.6394469738006592,2834
10,/award/award_category/winners./award/award_honor/ceremony,award award category winners. award award honor ceremony,2,47,/award/award_category/winners./award/award_honor/award_winner,award award category winners. award award honor award winner,0.4792075753211975,2834
10,/award/award_category/winners./award/award_honor/ceremony,award award category winners. award award honor ceremony,3,2,/media_common/netflix_genre/titles,media common netflix genre titles,0.37967967987060547,2834
10,/award/award_category/winners./award/award_honor/ceremony,award award category winners. award award honor ceremony,4,182,/award/award_category/category_of,award award category category of,0.33134064078330994,2834
10,/award/award_category/winners./award/award_honor/ceremony,award award category winners. award award honor ceremony,5,32,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,film film distributor films distributed. film film film distributor relationship film,0.3255699872970581,2834
10,/award/award_category/winners./award/award_honor/ceremony,award award category winners. award award honor ceremony,6,55,/film/special_film_performance_type/film_performance_type./film/performance/film,film special film performance type film performance type. film performance film,0.3155032992362976,2834
10,/award/award_category/winners./award/award_honor/ceremony,award award category winners. award award honor ceremony,7,123,/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant,base popstra celebrity canoodled. base popstra canoodled participant,0.28562718629837036,2834
10,/award/award_category/winners./award/award_honor/ceremony,award award category winners. award award honor ceremony,8,125,/sports/sport/pro_athletes./sports/pro_sports_played/athlete,sports sport pro athletes. sports pro sports played athlete,0.2840903103351593,2834
10,/award/award_category/winners./award/award_honor/ceremony,award award category winners. award award honor ceremony,9,158,/tv/tv_network/programs./tv/tv_network_duration/program,tv tv network programs. tv tv network duration program,0.28312647342681885,2834
10,/award/award_category/winners./award/award_honor/ceremony,award award category winners. award award honor ceremony,10,187,/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program,tv tv personality tv regular appearances. tv tv regular personal appearance program,0.2805202603340149,2834
11,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,film film release date s. film film regional release date film release distribution medium,1,90,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,film film distributors. film film film distributor relationship film distribution medium,0.993632972240448,1429
11,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,film film release date s. film film regional release date film release distribution medium,2,26,/film/film/other_crew./film/film_crew_gig/film_crew_role,film film other crew. film film crew gig film crew role,0.989955723285675,1429
11,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,film film release date s. film film regional release date film release distribution medium,3,34,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,film film estimated budget. measurement unit dated money value currency,0.98861163854599,1429
11,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,film film release date s. film film regional release date film release distribution medium,4,51,/tv/tv_program/languages,tv tv program languages,0.9742123484611511,1429
11,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,film film release date s. film film regional release date film release distribution medium,5,193,/film/film/runtime./film/film_cut/film_release_region,film film runtime. film film cut film release region,0.973963737487793,1429
11,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,film film release date s. film film regional release date film release distribution medium,6,28,/film/film/country,film film country,0.9715695381164551,1429
11,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,film film release date s. film film regional release date film release distribution medium,7,13,/film/film/release_date_s./film/film_regional_release_date/film_release_region,film film release date s. film film regional release date film release region,0.9685502648353577,1429
11,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,film film release date s. film film regional release date film release distribution medium,8,14,/film/film/language,film film language,0.9643375873565674,1429
11,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,film film release date s. film film regional release date film release distribution medium,9,185,/tv/tv_program/country_of_origin,tv tv program country of origin,0.9631698727607727,1429
11,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,film film release date s. film film regional release date film release distribution medium,10,115,/film/film/film_format,film film film format,0.9626541137695312,1429
12,/award/award_winning_work/awards_won./award/award_honor/award_winner,award award winning work awards won. award award honor award winner,1,109,/film/film/written_by,film film written by,0.998383104801178,2992
12,/award/award_winning_work/awards_won./award/award_honor/award_winner,award award winning work awards won. award award honor award winner,2,84,/film/film/produced_by,film film produced by,0.9962573051452637,2992
12,/award/award_winning_work/awards_won./award/award_honor/award_winner,award award winning work awards won. award award honor award winner,3,1,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,tv tv program regular cast. tv regular tv appearance actor,0.9933854937553406,2992
12,/award/award_winning_work/awards_won./award/award_honor/award_winner,award award winning work awards won. award award honor award winner,4,201,/tv/tv_program/program_creator,tv tv program program creator,0.9921661019325256,2992
12,/award/award_winning_work/awards_won./award/award_honor/award_winner,award award winning work awards won. award award honor award winner,5,155,/film/film/story_by,film film story by,0.9908940196037292,2992
12,/award/award_winning_work/awards_won./award/award_honor/award_winner,award award winning work awards won. award award honor award winner,6,153,/film/film/personal_appearances./film/personal_film_appearance/person,film film personal appearances. film personal film appearance person,0.9905028343200684,2992
12,/award/award_winning_work/awards_won./award/award_honor/award_winner,award award winning work awards won. award award honor award winner,7,223,/film/film/film_art_direction_by,film film film art direction by,0.990460991859436,2992
12,/award/award_winning_work/awards_won./award/award_honor/award_winner,award award winning work awards won. award award honor award winner,8,136,/film/film/executive_produced_by,film film executive produced by,0.9892100691795349,2992
12,/award/award_winning_work/awards_won./award/award_honor/award_winner,award award winning work awards won. award award honor award winner,9,186,/film/film/edited_by,film film edited by,0.9806498289108276,2992
12,/award/award_winning_work/awards_won./award/award_honor/award_winner,award award winning work awards won. award award honor award winner,10,116,/film/film/music,film film music,0.9806300401687622,2992
13,/film/film/release_date_s./film/film_regional_release_date/film_release_region,film film release date s. film film regional release date film release region,1,193,/film/film/runtime./film/film_cut/film_release_region,film film runtime. film film cut film release region,0.9975947141647339,12893
13,/film/film/release_date_s./film/film_regional_release_date/film_release_region,film film release date s. film film regional release date film release region,2,28,/film/film/country,film film country,0.9965949654579163,12893
13,/film/film/release_date_s./film/film_regional_release_date/film_release_region,film film release date s. film film regional release date film release region,3,147,/film/film/distributors./film/film_film_distributor_relationship/region,film film distributors. film film film distributor relationship region,0.9937652945518494,12893
13,/film/film/release_date_s./film/film_regional_release_date/film_release_region,film film release date s. film film regional release date film release region,4,185,/tv/tv_program/country_of_origin,tv tv program country of origin,0.9751730561256409,12893
13,/film/film/release_date_s./film/film_regional_release_date/film_release_region,film film release date s. film film regional release date film release region,5,11,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,film film release date s. film film regional release date film release distribution medium,0.9685502648353577,12893
13,/film/film/release_date_s./film/film_regional_release_date/film_release_region,film film release date s. film film regional release date film release region,6,34,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,film film estimated budget. measurement unit dated money value currency,0.9655476808547974,12893
13,/film/film/release_date_s./film/film_regional_release_date/film_release_region,film film release date s. film film regional release date film release region,7,90,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,film film distributors. film film film distributor relationship film distribution medium,0.9655002355575562,12893
13,/film/film/release_date_s./film/film_regional_release_date/film_release_region,film film release date s. film film regional release date film release region,8,26,/film/film/other_crew./film/film_crew_gig/film_crew_role,film film other crew. film film crew gig film crew role,0.9558525085449219,12893
13,/film/film/release_date_s./film/film_regional_release_date/film_release_region,film film release date s. film film regional release date film release region,9,115,/film/film/film_format,film film film format,0.944179356098175,12893
13,/film/film/release_date_s./film/film_regional_release_date/film_release_region,film film release date s. film film regional release date film release region,10,14,/film/film/language,film film language,0.9322747588157654,12893
14,/film/film/language,film film language,1,51,/tv/tv_program/languages,tv tv program languages,0.9799055457115173,2570
14,/film/film/language,film film language,2,34,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,film film estimated budget. measurement unit dated money value currency,0.968430757522583,2570
14,/film/film/language,film film language,3,11,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,film film release date s. film film regional release date film release distribution medium,0.9643375873565674,2570
14,/film/film/language,film film language,4,26,/film/film/other_crew./film/film_crew_gig/film_crew_role,film film other crew. film film crew gig film crew role,0.9631699323654175,2570
14,/film/film/language,film film language,5,90,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,film film distributors. film film film distributor relationship film distribution medium,0.9601932168006897,2570
14,/film/film/language,film film language,6,115,/film/film/film_format,film film film format,0.953655481338501,2570
14,/film/film/language,film film language,7,31,/film/film/genre,film film genre,0.9375658631324768,2570
